Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2949","Eggs","2020","2020","1000 t","254","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","6042","E","Estimated value"
"FBS","Food Balances (2010-)","398","Kazakhstan","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","32.72","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","4882","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","3472","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","6800","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","656","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2911","Pulses","2020","2020","1000 t","1283","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2912","Treenuts","2020","2020","1000 t","36","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2913","Oilcrops","2020","2020","1000 t","197","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","454","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2918","Vegetables","2020","2020","1000 t","3984","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","3992","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2922","Stimulants","2020","2020","1000 t","606","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2923","Spices","2020","2020","1000 t","8","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","748","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2943","Meat","2020","2020","1000 t","593","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2945","Offals","2020","2020","1000 t","88","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2946","Animal fats","2020","2020","1000 t","57","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2949","Eggs","2020","2020","1000 t","110","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","5516","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","134.57","E","Estimated value"
"FBS","Food Balances (2010-)","404","Kenya","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0.4","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2913","Oilcrops","2020","2020","1000 t","174","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","4","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2918","Vegetables","2020","2020","1000 t","6","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","9","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2943","Meat","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2945","Offals","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2946","Animal fats","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2949","Eggs","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","161.14","E","Estimated value"
"FBS","Food Balances (2010-)","296","Kiribati","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","3.65","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","21","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","44","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2913","Oilcrops","2020","2020","1000 t","1","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2918","Vegetables","2020","2020","1000 t","380","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","147","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2923","Spices","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2943","Meat","2020","2020","1000 t","120","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2945","Offals","2020","2020","1000 t","10","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2946","Animal fats","2020","2020","1000 t","3","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2949","Eggs","2020","2020","1000 t","80","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","74","E","Estimated value"
"FBS","Food Balances (2010-)","414","Kuwait","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","4.33","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","1902","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","1327","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","449","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","145","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2911","Pulses","2020","2020","1000 t","197","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2912","Treenuts","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2913","Oilcrops","2020","2020","1000 t","72","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","8","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2918","Vegetables","2020","2020","1000 t","1342","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","227","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2923","Spices","2020","2020","1000 t","2","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","53","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2943","Meat","2020","2020","1000 t","239","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2945","Offals","2020","2020","1000 t","36","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2946","Animal fats","2020","2020","1000 t","16","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2949","Eggs","2020","2020","1000 t","31","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","1707","E","Estimated value"
"FBS","Food Balances (2010-)","417","Kyrgyzstan","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","2.19","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","4876","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","6938","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","1450","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","372","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2911","Pulses","2020","2020","1000 t","8","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2913","Oilcrops","2020","2020","1000 t","72","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","13","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2918","Vegetables","2020","2020","1000 t","1721","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","958","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2922","Stimulants","2020","2020","1000 t","195","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2923","Spices","2020","2020","1000 t","15","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2924","Alcoholic Beverages","2020","2020","1000 t","96","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2943","Meat","2020","2020","1000 t","200","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2945","Offals","2020","2020","1000 t","25","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2946","Animal fats","2020","2020","1000 t","12","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2949","Eggs","2020","2020","1000 t","18","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2948","Milk - Excluding Butter","2020","2020","1000 t","7","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2960","Fish, Seafood","2020","2020","1000 t","174.9","E","Estimated value"
"FBS","Food Balances (2010-)","418","Lao People's Democratic Republic","5511","Production","F2961","Aquatic Products, Other","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2905","Cereals - Excluding Beer","2020","2020","1000 t","3497","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2907","Starchy Roots","2020","2020","1000 t","181","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2908","Sugar Crops","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2909","Sugar & Sweeteners","2020","2020","1000 t","5","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2911","Pulses","2020","2020","1000 t","137","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2912","Treenuts","2020","2020","1000 t","0","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2913","Oilcrops","2020","2020","1000 t","456","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2914","Vegetable Oils","2020","2020","1000 t","78","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2918","Vegetables","2020","2020","1000 t","69","E","Estimated value"
"FBS","Food Balances (2010-)","428","Latvia","5511","Production","F2919","Fruits - Excluding Wine","2020","2020","1000 t","22","E","Estimated value"
